id,roundId,easting,northing,depotId,dayId
5099,5_1,532963.9657,181189.2031,2,1
5101,6_1,533343.2711,180950.5394,3,1
5102,2_1,530843.7511,180169.4152,3,1
5103,0_1,533538.1008,179741.4991,1,1
5104,5_1,533201.1034,181195.3918,2,1
5106,7_1,530647.3524,181626.7272,4,1
5107,7_1,531233.5257,181450.4907,4,1
5108,7_1,530990.4466,181730.8518,4,1
5109,0_1,533968.0463,179606.2995,1,1
5110,7_1,530836.9087,180982.1012,4,1
5111,4_1,531840.5855,180427.0531,1,1
5112,2_1,531261.8602,179937.6505,3,1
5113,4_1,531862.1834,180219.4888,1,1
5114,5_1,532729.0902,181988.3104,2,1
5115,4_1,531899.1549,179509.2352,1,1
5116,1_1,532235.1451,181411.1157,2,1
5117,5_1,532907.5678,180839.0255,2,1
5118,7_1,531097.2833,181286.0695,4,1
5119,7_1,530667.3479,180958.0738,4,1
5121,5_1,532866.2,181456.0005,2,1
5122,2_1,531425.5053,179686.0668,3,1
5123,4_1,532283.9414,179722.8304,1,1
5124,4_1,532416.128,179553.6834,1,1
5125,4_1,531999.3019,180349.0412,1,1
5126,1_1,531437.4558,181667.1891,2,1
5127,2_1,531112.194,179737.6038,3,1
5128,3_1,533603.5453,181279.0609,4,1
5129,0_1,532817.2436,179441.3285,1,1
5131,4_1,532411.1039,180059.9898,1,1
5132,5_1,533132.674,181187.5845,2,1
5133,3_1,533437.0101,181516.764,4,1
5134,1_1,531665.795,181821.1089,2,1
5135,7_1,531071.0162,181192.4169,4,1
5136,3_1,533676.692,181683.4612,4,1
5137,2_1,531449.706,179992.3217,3,1
5138,5_1,532725.2101,181857.9531,2,1
5140,3_1,533274.345,181814.2928,4,1
5143,1_1,531848.9528,181780.2728,2,1
5144,5_1,532820.0939,180854.3352,2,1
5146,5_1,532219.3434,180871.8789,2,1
5147,5_1,532946.5557,181190.3597,2,1
5148,5_1,532453.6581,181627.4557,2,1
5149,4_1,531864.583,179866.8617,1,1
5151,5_1,532768.3842,181125.6378,2,1
5152,2_1,531650.8908,179909.8466,3,1
5153,0_1,533392.7454,179818.4825,1,1
5154,5_1,532504.598,181492.34,2,1
5155,4_1,532019.2291,180446.2977,1,1
5156,3_1,533750.421,181543.2265,4,1
5158,6_1,533729.047,180475.7101,3,1
5159,4_1,532095.5592,180428.6984,1,1
5160,2_1,530872.3775,179862.2686,3,1
5161,1_1,531824.7728,181913.4052,2,1
5162,3_1,533624.1505,181991.4744,4,1
5163,7_1,530759.1903,181030.946,4,1
5164,4_1,532446.0357,180136.2155,1,1
5165,5_1,532967.8802,180939.868,2,1
5166,1_1,531695.6637,181312.4708,2,1
5168,1_1,531832.2459,181500.1512,2,1
5169,4_1,532448.4649,179829.3667,1,1
5170,6_1,533305.8717,180641.8198,3,1
5171,4_1,532793.1432,179898.3488,1,1
5172,4_1,532299.2336,180425.8411,1,1
5173,4_1,532174.4282,179238.9509,1,1
5174,7_1,531023.4879,181115.3813,4,1
5175,4_1,532697.2346,180189.6595,1,1
5176,7_1,531089.6543,181747.5346,4,1
5177,7_1,531248.5573,180995.273,4,1
5178,4_1,531801.3744,180436.565,1,1
5181,4_1,532352.5792,179469.2033,1,1
5182,6_1,533664.049,181009.4153,3,1
5183,4_1,532221.7788,180292.959,1,1
5184,0_1,533970.849,179631.067,1,1
5185,6_1,533617.7156,180751.4683,3,1
5186,6_1,533531.3602,180592.6929,3,1
5187,3_1,533378.3453,181928.7001,4,1
5188,6_1,534043.663,180842.8507,3,1
5189,5_1,532238.1211,180964.1475,2,1
5190,5_1,532846.1534,181695.1907,2,1
5191,1_1,531787.1586,181740.3329,2,1
5192,0_1,532951.8542,179748.729,1,1
5193,1_1,531475.7012,181924.3277,2,1
5194,4_1,532255.9768,179904.2331,1,1
5195,7_1,531138.8702,181989.3132,4,1
5198,4_1,532437.6124,179201.142,1,1
5199,5_1,532799.4984,181824.8922,2,1
5201,0_1,532956.7767,179577.0081,1,1
5206,0_1,533562.2331,179804.003,1,1
5207,0_1,533205.9323,180244.2041,1,1
5209,2_1,531546.8241,179647.0276,3,1
5210,0_1,533439.7242,179330.9316,1,1
5211,7_1,531046.7472,181132.7749,4,1
5212,3_1,533891.6471,181429.7031,4,1
5213,7_1,530981.3176,181820.2024,4,1
5214,1_1,531971.3365,181151.6415,2,1
5215,1_1,532001.8832,181104.6339,2,1
5216,0_1,533427.5658,179738.8754,1,1
5217,0_1,532975.1839,179658.8302,1,1
5218,6_1,533989.1212,181180.477,3,1
5219,5_1,533115.3398,181198.8311,2,1
5221,4_1,532300.8755,179607.0393,1,1
5222,4_1,531757.9918,180090.2889,1,1
5223,2_1,531208.8193,180151.4424,3,1
5224,0_1,533340.3864,180138.2147,1,1
5225,1_1,531475.8775,181988.0333,2,1
5226,2_1,531588.8732,180083.9646,3,1
5227,2_1,531108.0422,179916.9169,3,1
5229,1_1,531524.7044,181949.1411,2,1
5230,7_1,530838.8853,181804.9434,4,1
5231,4_1,532461.3579,179867.0238,1,1
5232,4_1,532109.4674,179888.0523,1,1
5234,7_1,530837.9575,181893.4003,4,1
5235,4_1,532052.8144,180375.3097,1,1
5236,7_1,530675.5073,181567.1859,4,1
5237,1_1,532013.9643,180904.6209,2,1
5238,7_1,530847.8147,181945.5337,4,1
5239,0_1,532933.252,180047.6534,1,1
5240,4_1,532050.597,180341.2785,1,1
5241,5_1,532336.5216,180825.9571,2,1
5242,5_1,532292.9549,180845.8039,2,1
5243,1_1,531839.602,181694.3712,2,1
5244,4_1,531803.9582,179761.8435,1,1
5245,5_1,532812.6549,180730.3082,2,1
5246,1_1,532102.9386,181314.7448,2,1
5247,2_1,530807.217,180224.7834,3,1
5248,3_1,533463.2857,181271.5519,4,1
5250,5_1,532742.208,180996.1777,2,1
5251,5_1,532411.0506,181943.2189,2,1
5252,7_1,530758.7617,181248.6273,4,1
5253,7_1,531030.0738,181821.4129,4,1
5254,5_1,532600.1476,181493.4063,2,1
5255,1_1,532263.2723,181796.7398,2,1
5256,0_1,533370.1328,179791.5241,1,1
5257,4_1,532300.5426,180149.925,1,1
5258,5_1,532456.1942,180903.5938,2,1
5259,3_1,533703.9218,181299.558,4,1
5260,1_1,532231.8257,181402.2647,2,1
5262,5_1,532702.6346,181001.8799,2,1
5263,4_1,532231.8619,180241.2461,1,1
5264,4_1,532044.5266,180153.8185,1,1
5265,5_1,532629.0656,181682.3734,2,1
5267,7_1,531418.9705,181269.8517,4,1
5268,5_1,532863.7118,180820.7062,2,1
5269,0_1,533326.1015,179799.6925,1,1
5270,1_1,532021.1415,181825.5868,2,1
5271,3_1,533989.2232,181764.5142,4,1
5272,4_1,532840.9119,180310.2015,1,1
5273,0_1,532833.4556,179662.0625,1,1
5274,6_1,534088.491,180619.0737,3,1
5275,3_1,533419.638,181465.0401,4,1
5276,7_1,530660.382,181088.901,4,1
5277,4_1,532323.6441,179419.9758,1,1
5279,4_1,531940.1651,179931.8735,1,1
5281,5_1,532825.1871,181357.7669,2,1
5282,5_1,532463.401,181668.1154,2,1
5283,2_1,531325.1999,180327.4453,3,1
5284,4_1,531944.1389,179807.9481,1,1
5285,7_1,531014.6644,181064.6333,4,1
5286,2_1,530812.7855,179211.5672,3,1
5287,0_1,533514.9686,179368.544,1,1
5288,5_1,532873.4235,181013.4079,2,1
5293,0_1,533371.4991,180061.9297,1,1
5295,2_1,531446.5585,179630.8229,3,1
5296,5_1,532886.1885,181143.694,2,1
5297,0_1,533925.4118,179450.1977,1,1
5299,1_1,531786.5459,181230.3874,2,1
5300,0_1,532802.965,179445.948,1,1
5301,6_1,533465.3729,180987.8238,3,1
5302,2_1,531071.2427,180263.9936,3,1
5303,4_1,532688.7522,180287.3102,1,1
5304,2_1,530801.0846,179515.2268,3,1
5305,0_1,533444.3027,179742.4931,1,1
5306,7_1,530814.4124,181703.0332,4,1
5308,7_1,530764.8,181356.4574,4,1
5310,4_1,532530.9866,180094.7042,1,1
5311,0_1,533901.4813,179214.8738,1,1
5312,4_1,532157.0881,179773.6835,1,1
5313,5_1,532524.946,180856.6324,2,1
5314,5_1,532765.2865,181178.5796,2,1
5315,0_1,533071.9797,180034.4767,1,1
5316,0_1,533416.4016,179772.026,1,1
5317,0_1,532799.9831,179605.6827,1,1
5318,5_1,533021.5015,181081.6371,2,1
5319,4_1,532561.5279,179522.1414,1,1
5320,4_1,532276.2822,180285.5624,1,1
5321,5_1,532168.5726,180891.5866,2,1
5322,4_1,532086.8345,179268.3424,1,1
5323,3_1,533409.7167,181297.7213,4,1
5324,5_1,532915.4199,180959.4515,2,1
5325,4_1,531933.032,179485.1105,1,1
5326,2_1,531620.2957,180153.0616,3,1
5327,0_1,533507.6089,179693.2779,1,1
5328,2_1,530729.391,179211.0643,3,1
5330,6_1,533338.7138,181103.2939,3,1
5331,4_1,532320.6004,179829.1426,1,1
5332,4_1,532667.0679,180014.919,1,1
5335,7_1,531278.2307,180891.9239,4,1
5336,7_1,530896.4849,181055.5316,4,1
5337,5_1,533025.2033,180961.6579,2,1
5338,0_1,533429.3158,179884.3581,1,1
5339,3_1,534073.5649,181668.3524,4,1
5340,0_1,532775.1755,179543.0765,1,1
5342,4_1,532703.293,179933.345,1,1
5343,0_1,533069.4332,179661.5983,1,1
5344,6_1,533065.2018,180648.1225,3,1
5345,2_1,531308.8946,179736.1107,3,1
5347,2_1,531394.9006,180301.8867,3,1
5348,1_1,531698.1764,181104.5956,2,1
5350,5_1,532592.2442,181075.4481,2,1
5351,2_1,531153.5356,179383.9091,3,1
5352,7_1,530702.1572,181831.8899,4,1
5354,1_1,531765.0086,181682.7954,2,1
5355,2_1,531196.2249,180321.0078,3,1
5356,5_1,533072.3418,180967.3655,2,1
5357,7_1,531248.9107,182009.3525,4,1
5358,0_1,533262.0363,180014.4142,1,1
5359,2_1,531543.9784,179857.0194,3,1
5360,1_1,531830.5098,181870.6045,2,1
5361,7_1,531134.6057,180975.3947,4,1
5362,2_1,531285.4552,179248.206,3,1
5363,6_1,533123.7231,180684.0933,3,1
5364,7_1,531181.4712,181978.1272,4,1
5365,2_1,531176.5792,179290.5726,3,1
5366,4_1,531838.1665,180396.0922,1,1
5367,0_1,532926.7667,179365,1,1
5368,1_1,531778.884,181218.4659,2,1
5369,5_1,532976.6796,181323.0091,2,1
5372,2_1,531287.611,179696.2339,3,1
5373,2_1,531485.9228,179370.7504,3,1
5374,5_1,532597.3067,180941.346,2,1
5375,2_1,531484.6316,179444.6623,3,1
5377,0_1,533160.5477,179725.6427,1,1
5378,4_1,531891.4373,179529.7043,1,1
5379,7_1,531331.6816,181518.5184,4,1
5380,0_1,533283.9727,179319.6685,1,1
5381,3_1,533664.1103,181754.8286,4,1
5382,6_1,533617.9456,181098.055,3,1
5383,6_1,533206.19,180921.8831,3,1
5384,2_1,531488.1514,180025.6425,3,1
5385,6_1,533687.1821,181202.9802,3,1
5386,7_1,531450.4049,180915.3369,4,1
5387,0_1,533253.1803,179966.3705,1,1
5388,0_1,532933.2326,179650.9539,1,1
5389,5_1,532819.1147,181175.0308,2,1
5391,7_1,530922.9205,180972.1386,4,1
5392,6_1,533148.4925,180629.5259,3,1
5393,4_1,532175.1746,179601.6301,1,1
5394,4_1,532626.6358,179808.5657,1,1
5395,5_1,532713.4051,181604.3759,2,1
5396,5_1,532399.6741,181850.3189,2,1
5397,4_1,531740.7621,180164.0287,1,1
5399,1_1,531900.1326,181013.6927,2,1
5400,3_1,533109.2038,181957.5896,4,1
5401,1_1,531413.8585,181873.4554,2,1
5402,0_1,532916.7794,179421.6517,1,1
5403,1_1,532244.4798,181396.3642,2,1
5404,4_1,532387.2959,179466.2416,1,1
5406,2_1,531358.3736,179775.5776,3,1
5407,4_1,532444.6886,179191.8564,1,1
5408,0_1,533434.5223,179947.6041,1,1
5410,0_1,532901.4313,179277.3947,1,1
5411,5_1,533088.4871,180986.6367,2,1
5412,2_1,531270.4168,180068.0053,3,1
5413,4_1,532243.4969,179267.7854,1,1
5414,3_1,533838.7239,181925.5444,4,1
5417,4_1,532663.5139,179851.0966,1,1
5418,0_1,533866.6602,179547.5111,1,1
5419,5_1,532638.4385,180883.5343,2,1
5420,2_1,531334.3247,179982.0746,3,1
5421,3_1,533322.6882,181832.1818,4,1
5422,6_1,533660.9346,181049.2143,3,1
5423,2_1,531256.6999,179905.1631,3,1
5424,2_1,531232.8721,179823.4072,3,1
5425,3_1,533888.5692,181996.9062,4,1
5426,0_1,533645.465,179335.5073,1,1
5427,1_1,532243.5303,181520.1064,2,1
5428,1_1,531808.5085,181879.0625,2,1
5429,7_1,531435.3618,181100.7476,4,1
5430,0_1,533080.9315,179604.3268,1,1
5431,4_1,531988.0387,179963.5007,1,1
5432,7_1,530730.1676,181913.647,4,1
5433,4_1,532403.294,180154.3958,1,1
5434,7_1,531316.1564,181765.7884,4,1
5435,3_1,533243.6218,181686.0553,4,1
5436,0_1,532670.086,179234.1729,1,1
5437,1_1,531461.3604,181542.3126,2,1
5438,0_1,533151.3721,179413.0124,1,1
5439,3_1,533633.9849,181519.9761,4,1
5440,5_1,532839.635,181387.5004,2,1
5441,6_1,533473.4411,181101.5387,3,1
5442,2_1,531579.7175,180082.1545,3,1
5443,0_1,533727.2899,179297.2427,1,1
5445,1_1,531906.0022,180873.5266,2,1
5446,0_1,533594.0417,179817.9366,1,1
5447,0_1,534060.6262,179231.3214,1,1
5450,3_1,534070.6824,181624.2299,4,1
5451,3_1,533418.2841,181891.4052,4,1
5452,4_1,531776.8876,179778.7315,1,1
5454,1_1,531973.5098,181495.1682,2,1
5455,0_1,533019.4024,180038.3333,1,1
5456,5_1,532662.0565,180836.5978,2,1
5457,1_1,531635.9164,180972.6679,2,1
5459,3_1,533705.0529,182005.0351,4,1
5460,6_1,533205.9504,180920.7022,3,1
5461,5_1,532522.7117,180946.0655,2,1
5462,5_1,532898.9077,180909.732,2,1
5463,5_1,532719.3801,181902.2032,2,1
5465,2_1,530712.5577,179774.9742,3,1
5468,3_1,533988.7781,181672.6658,4,1
5469,4_1,532036.1512,179492.8944,1,1
5470,3_1,533946.0241,181856.8001,4,1
5471,1_1,531808.3472,181716.3781,2,1
5472,2_1,531213.2838,179414.1545,3,1
5473,2_1,531571.4857,179435.7224,3,1
5474,1_1,531853.0139,181329.5956,2,1
5475,4_1,531788.6143,179616.2364,1,1
5477,5_1,533002.0125,181047.1671,2,1
5478,5_1,532489.3853,181368.2229,2,1
5479,5_1,532485.8221,180918.8259,2,1
5480,5_1,532865.0223,181492.0721,2,1
5481,1_1,532147.1456,181179.6771,2,1
5483,7_1,530939.4555,180892.9809,4,1
5484,0_1,532921.2428,180113.9939,1,1
5485,2_1,531231.7264,179871.5278,3,1
5486,1_1,531881.1061,181843.034,2,1
5487,2_1,531037.4847,180086.2903,3,1
5488,2_1,531258.184,179670.1049,3,1
5490,4_1,532302.5841,179477.4664,1,1
5491,2_1,531243.8554,179388.1099,3,1
5492,7_1,530954.0459,181700.4948,4,1
5493,3_1,533552.7596,181897.1167,4,1
5494,1_1,531912.1417,181660.3644,2,1
5495,3_1,533446.6004,181442.9924,4,1
5496,6_1,533277.1917,181017.6081,3,1
5497,3_1,533323.076,181438.8122,4,1
5498,3_1,534081.4537,181605.8296,4,1
5499,3_1,533217.9643,181645.7894,4,1
5500,2_1,531156.24,180223.3925,3,1
5501,1_1,531797.711,181897.0074,2,1
5502,1_1,531888.9051,181924.359,2,1
5503,3_1,533275.9466,181402.6623,4,1
5504,3_1,533038.0258,181706.6729,4,1
5505,2_1,531434.2418,179446.5936,3,1
5506,2_1,530695.6752,179817.5657,3,1
5507,0_1,533011.1019,179820.3056,1,1
5508,6_1,533823.4735,181210.2163,3,1
5510,5_1,532551.0277,180723.3077,2,1
5511,1_1,531661.9837,181711.2744,2,1
5512,5_1,532457.7069,181704.3625,2,1
5513,4_1,532607.1324,179585.4268,1,1
5514,3_1,533015.1007,181780.8886,4,1
5515,2_1,531649.8789,179416.7017,3,1
5516,4_1,531675.1641,180264.2811,1,1
5518,4_1,531814.7476,179452.8077,1,1
5519,0_1,533160.0537,179704.3781,1,1
5521,6_1,533272.7996,180847.3306,3,1
5522,6_1,533721.8638,180663.6492,3,1
5523,0_1,533571.6845,179349.8905,1,1
5524,4_1,532736.6674,179813.5293,1,1
5528,1_1,532090.236,181933.4941,2,1
5529,6_1,533606.8841,181066.0932,3,1
5530,1_1,531811.6089,181339.1706,2,1
5531,4_1,532705.4719,179618.9938,1,1
5532,7_1,530709.3749,180855.4519,4,1
5534,4_1,532556.5586,179805.6079,1,1
5535,2_1,531219.3741,179707.6819,3,1
5536,4_1,532272.8131,180060.742,1,1
5537,6_1,534056.5124,180920.1431,3,1
5538,7_1,530784.1668,181987.2064,4,1
5539,7_1,531377.1947,180977.6107,4,1
5540,4_1,532246.1173,180358.3412,1,1
5542,2_1,531108.3292,179978.3399,3,1
5543,5_1,532460.7348,181044.7329,2,1
5544,2_1,531220.2238,179686.3734,3,1
5545,3_1,533218.8434,181778.4535,4,1
5546,4_1,532565.3762,180190.4464,1,1
5547,0_1,533250.5665,179790.1174,1,1
5549,2_1,531141.4552,179719.0721,3,1
5550,7_1,530719.5921,181992.0109,4,1
5552,2_1,530675.599,179406.3704,3,1
5553,6_1,533716.591,180629.7864,3,1
5554,5_1,532759.8822,181993.2524,2,1
5555,1_1,531622.5361,181473.1644,2,1
5556,3_1,533116.8158,181593.8021,4,1
5557,7_1,530759.6251,181934.3801,4,1
5558,2_1,530919.1813,179785.6161,3,1
5559,1_1,531953.6619,181750.9332,2,1
5560,5_1,532278.3824,181311.2428,2,1
5561,0_1,533229.2198,179602.6393,1,1
5562,2_1,530762.0395,179863.6648,3,1
5563,3_1,533393.5758,181505.7168,4,1
5564,4_1,532818.5859,180115.7715,1,1
5565,0_1,533768.5354,179626.2571,1,1
5566,1_1,531721.4302,181952.1781,2,1
5567,4_1,532547.2716,180092.1193,1,1
5568,0_1,533909.8256,179896.376,1,1
5569,4_1,532711.0598,179578.4012,1,1
5570,2_1,531396.2069,180068.828,3,1
5571,2_1,530981.2046,179685.4925,3,1
5572,7_1,531260.3901,181444.7154,4,1
5574,1_1,531730.2194,181307.5191,2,1
5575,7_1,531288.8025,181836.691,4,1
5577,4_1,531623.6203,180352.6082,1,1
5578,1_1,531946.6842,181472.5265,2,1
5579,7_1,531090.3462,181075.1274,4,1
5580,1_1,531788.6537,181334.826,2,1
5582,7_1,530916.4508,181950.1171,4,1
5583,3_1,533874.4725,181406.153,4,1
5585,7_1,530762.0137,181117.0761,4,1
5586,4_1,532016.1276,179633.364,1,1
5588,4_1,532705.3452,179637.3781,1,1
5589,1_1,531700.7153,181547.6546,2,1
5591,7_1,530980.9064,181389.2377,4,1
5592,1_1,531807.659,181407.1788,2,1
5593,3_1,533124.0132,181816.4931,4,1
5595,0_1,533108.9977,180093.9229,1,1
5596,7_1,531126.141,181421.8479,4,1
5597,4_1,532053.0538,179546.4031,1,1
5598,4_1,532508.1255,179596.8218,1,1
5599,4_1,532515.0638,180126.147,1,1
5600,1_1,532335.6575,181906.5944,2,1
5601,6_1,533296.1766,180734.3057,3,1
5602,4_1,532631.7227,180274.4586,1,1
5603,4_1,532022.8965,179193.4565,1,1
5604,1_1,532352.6302,181733.9992,2,1
5605,0_1,533172.53,179400.2765,1,1
5606,4_1,531773.2961,180103.376,1,1
5607,7_1,531312.3846,180868.8225,4,1
5608,0_1,533300.4466,180186.5919,1,1
5609,5_1,532520.3173,181743.4743,2,1
5610,1_1,531811.6037,180893.1327,2,1
5611,4_1,531749.5615,180085.9824,1,1
5613,6_1,533940.6533,180357.67,3,1
5614,2_1,531172.015,179951.8969,3,1
5615,1_1,531825.7588,181441.2558,2,1
5616,6_1,533923.6324,180820.6862,3,1
5617,0_1,533870.1172,179359.9973,1,1
5618,1_1,532139.8026,181073.6702,2,1
5619,4_1,531997.9814,179594.3464,1,1
5620,4_1,531829.109,180092.0149,1,1
5621,0_1,533157.2601,179206.5831,1,1
5623,0_1,533539.8282,179225.8692,1,1
5624,3_1,533704.0658,181855.7933,4,1
5626,0_1,533816.5647,179236.8118,1,1
5627,4_1,531674.0414,180445.2206,1,1
5628,6_1,533484.7281,180512.6904,3,1
5629,5_1,532565.4288,180949.5355,2,1
5630,1_1,532046.0198,181901.6814,2,1
5631,0_1,533696.4365,179454.5519,1,1
5632,0_1,532835.1963,179620.6453,1,1
5633,0_1,532849.1763,179326.8299,1,1
5634,1_1,531701.5443,181345.3528,2,1
5635,5_1,532796.2099,181079.7873,2,1
5636,0_1,532899.1965,180219.7434,1,1
5639,5_1,532689.7058,181656.6259,2,1
5640,7_1,530918.8207,181506.9188,4,1
5641,0_1,533957.4396,179694.275,1,1
5642,6_1,533855.7364,180943.7014,3,1
5643,3_1,533004.6758,181772.6172,4,1
5644,7_1,531001.8413,181586.33,4,1
5645,3_1,533917.4452,181338.6118,4,1
5646,4_1,532600.6091,179308.8226,1,1
5647,0_1,532877.696,180051.1022,1,1
5648,2_1,531196.4453,180038.1293,3,1
5649,2_1,530914.7682,179699.1971,3,1
5650,2_1,531376.1355,180325.2231,3,1
5651,1_1,531840.7438,181609.4635,2,1
5652,4_1,531812.4575,179323.58,1,1
5653,4_1,532711.9846,179581.579,1,1
5654,2_1,531528.729,179846.0177,3,1
5655,6_1,533276.7662,181133.5566,3,1
5656,0_1,533489.7082,179840.4303,1,1
5657,7_1,530863.978,181608.2187,4,1
5658,0_1,533674.7972,179237.0114,1,1
5659,0_1,532732.9015,179413.2703,1,1
5661,3_1,533333.9044,181785.2018,4,1
5662,3_1,533541.5072,181994.3953,4,1
5665,7_1,530932.0757,181951.4394,4,1
5666,0_1,533118.5826,179551.5477,1,1
5667,5_1,532473.124,181310.6644,2,1
5668,1_1,531777.2927,181776.0747,2,1
5669,2_1,531244.1863,179939.9114,3,1
5670,4_1,531823.3163,179591.6778,1,1
5671,1_1,531834.1919,181521.5998,2,1
5673,1_1,531700.3168,181570.4581,2,1
5674,2_1,530940.6145,179623.8653,3,1
5675,0_1,533896.1334,179207.0702,1,1
5676,0_1,533539.134,179621.7664,1,1
5677,6_1,534018.5801,181183.5356,3,1
5678,4_1,532298.9906,179192.2218,1,1
5681,3_1,533226.0577,181750.8082,4,1
5682,0_1,533711.2879,179520.1438,1,1
5683,2_1,531553.6619,179903.462,3,1
5685,3_1,533958.7295,181975.922,4,1
5686,7_1,530831.93,182006.4819,4,1
5687,5_1,532355.5817,181722.1629,2,1
5688,3_1,533895.9769,181989.1179,4,1
5689,1_1,532066.3155,180895.4703,2,1
5690,4_1,531966.0535,180367.3489,1,1
5691,3_1,534024.9094,181491.3583,4,1
5692,5_1,533015.7297,181208.1311,2,1
5693,2_1,531371.8664,180211.1924,3,1
5694,2_1,530842.6744,179967.5938,3,1
5696,4_1,532028.819,179939.708,1,1
5697,5_1,532677.6457,180717.0655,2,1
5698,4_1,531913.5515,180327.8344,1,1
5700,1_1,531577.5488,181328.5697,2,1
5701,6_1,533728.9815,181105.0921,3,1
5702,4_1,532497.2057,180362.1208,1,1
5703,0_1,533020.7818,179262.9455,1,1
5704,1_1,531979.666,180967.2195,2,1
5705,6_1,533948.6553,180621.4166,3,1
5706,4_1,532548.5966,179253.0701,1,1
5707,1_1,531534.3621,181110.1501,2,1
5708,3_1,533985.0411,181558.708,4,1
5709,1_1,531914.4471,181458.2365,2,1
5711,6_1,533436.0914,181180.6676,3,1
5712,0_1,532974.6695,179863.7084,1,1
5713,1_1,532018.1764,181593.5309,2,1
5714,1_1,531662.1892,181112.7033,2,1
5718,1_1,531794.1335,180884.3044,2,1
5719,7_1,531162.8179,181017.7337,4,1
5720,7_1,531223.2706,180907.9893,4,1
5721,4_1,531815.0859,180328.8394,1,1
5722,1_1,531525.4236,181114.7401,2,1
5723,5_1,532975.995,181071.4757,2,1
5724,4_1,531982.2211,179345.4633,1,1
5726,6_1,533548.3043,180554.1653,3,1
5727,2_1,531390.4154,179854.6344,3,1
5728,6_1,533634.8316,180712.3703,3,1
5729,1_1,532215.9278,181227.0711,2,1
5730,6_1,533932.942,181134.0699,3,1
5731,1_1,532141.8007,181602.946,2,1
5732,0_1,532773.3835,179696.9214,1,1
